[#14] #VEHICLE0000000000001,7713.0,[#14] #VEHICLE0000000000002,8047.0,[#14] #VEHICLE0000000000003,8100.0,[#14] #VEHICLE0000000000004,8112.0,[#14] #VEHICLE0000000000005,7378.0,[#14] #VEHICLE0000000000006,7771.0,[#14] #VEHICLE0000000000007,8059.0,[#14] #VEHICLE0000000000008,7844.0,[#14] #VEHICLE0000000000009,7733.0
[#15] #VEHICLE0000000000001,8060.0,[#15] #VEHICLE0000000000002,8370.0,[#15] #VEHICLE0000000000003,8347.0,[#15] #VEHICLE0000000000004,7884.0,[#15] #VEHICLE0000000000005,7949.0,[#15] #VEHICLE0000000000006,8371.0,[#15] #VEHICLE0000000000007,7872.0,[#15] #VEHICLE0000000000008,7981.0,[#15] #VEHICLE0000000000009,7575.0
[#16] #VEHICLE0000000000001,9039.0,[#16] #VEHICLE0000000000002,8915.0,[#16] #VEHICLE0000000000003,8666.0,[#16] #VEHICLE0000000000004,8840.0,[#16] #VEHICLE0000000000005,8743.0,[#16] #VEHICLE0000000000006,8132.0,[#16] #VEHICLE0000000000007,8364.0,[#16] #VEHICLE0000000000008,8631.0,[#16] #VEHICLE0000000000009,8463.0
[#17] #VEHICLE0000000000001,8247.0,[#17] #VEHICLE0000000000002,8999.0,[#17] #VEHICLE0000000000003,8506.0,[#17] #VEHICLE0000000000004,8636.0,[#17] #VEHICLE0000000000005,8384.0,[#17] #VEHICLE0000000000006,7935.0,[#17] #VEHICLE0000000000007,7916.0,[#17] #VEHICLE0000000000008,8307.0,[#17] #VEHICLE0000000000009,8843.0
[#18] #VEHICLE0000000000001,7812.0,[#18] #VEHICLE0000000000002,8473.0,[#18] #VEHICLE0000000000003,7731.0,[#18] #VEHICLE0000000000004,7967.0,[#18] #VEHICLE0000000000005,8211.0,[#18] #VEHICLE0000000000006,7962.0,[#18] #VEHICLE0000000000007,8413.0,[#18] #VEHICLE0000000000008,7983.0,[#18] #VEHICLE0000000000009,8349.0
[#19] #VEHICLE0000000000001,8566.0,[#19] #VEHICLE0000000000002,8338.0,[#19] #VEHICLE0000000000003,8583.0,[#19] #VEHICLE0000000000004,8173.0,[#19] #VEHICLE0000000000005,8642.0,[#19] #VEHICLE0000000000006,8439.0,[#19] #VEHICLE0000000000007,8573.0,[#19] #VEHICLE0000000000008,7925.0,[#19] #VEHICLE0000000000009,8180.0
[#20] #VEHICLE0000000000001,8257.0,[#20] #VEHICLE0000000000002,7766.0,[#20] #VEHICLE0000000000003,8211.0,[#20] #VEHICLE0000000000004,7966.0,[#20] #VEHICLE0000000000005,8108.0,[#20] #VEHICLE0000000000006,8162.0,[#20] #VEHICLE0000000000007,8351.0,[#20] #VEHICLE0000000000008,8158.0,[#20] #VEHICLE0000000000009,7771.0
[#21] #VEHICLE0000000000001,9324.0,[#21] #VEHICLE0000000000002,9086.0,[#21] #VEHICLE0000000000003,9198.0,[#21] #VEHICLE0000000000004,8399.0,[#21] #VEHICLE0000000000005,9156.0,[#21] #VEHICLE0000000000006,8878.0,[#21] #VEHICLE0000000000007,8314.0,[#21] #VEHICLE0000000000008,8993.0,[#21] #VEHICLE0000000000009,8674.0
[#22] #VEHICLE0000000000001,7977.0,[#22] #VEHICLE0000000000002,8016.0,[#22] #VEHICLE0000000000003,8202.0,[#22] #VEHICLE0000000000004,8272.0,[#22] #VEHICLE0000000000005,8367.0,[#22] #VEHICLE0000000000006,7963.0,[#22] #VEHICLE0000000000007,8081.0,[#22] #VEHICLE0000000000008,7992.0,[#22] #VEHICLE0000000000009,7974.0
[#23] #VEHICLE0000000000001,8544.0,[#23] #VEHICLE0000000000002,9250.0,[#23] #VEHICLE0000000000003,8857.0,[#23] #VEHICLE0000000000004,8938.0,[#23] #VEHICLE0000000000005,8979.0,[#23] #VEHICLE0000000000006,8255.0,[#23] #VEHICLE0000000000007,7952.0,[#23] #VEHICLE0000000000008,9234.0,[#23] #VEHICLE0000000000009,8473.0
[#24] #VEHICLE0000000000001,9246.0,[#24] #VEHICLE0000000000002,8781.0,[#24] #VEHICLE0000000000003,8905.0,[#24] #VEHICLE0000000000004,8827.0,[#24] #VEHICLE0000000000005,8179.0,[#24] #VEHICLE0000000000006,8446.0,[#24] #VEHICLE0000000000007,8532.0,[#24] #VEHICLE0000000000008,8603.0,[#24] #VEHICLE0000000000009,8888.0
[#25] #VEHICLE0000000000001,9070.0,[#25] #VEHICLE0000000000002,9204.0,[#25] #VEHICLE0000000000003,8964.0,[#25] #VEHICLE0000000000004,9321.0,[#25] #VEHICLE0000000000005,8583.0,[#25] #VEHICLE0000000000006,8445.0,[#25] #VEHICLE0000000000007,9525.0,[#25] #VEHICLE0000000000008,8699.0,[#25] #VEHICLE0000000000009,8794.0
[#26] #VEHICLE0000000000001,8840.0,[#26] #VEHICLE0000000000002,8380.0,[#26] #VEHICLE0000000000003,8432.0,[#26] #VEHICLE0000000000004,8439.0,[#26] #VEHICLE0000000000005,8390.0,[#26] #VEHICLE0000000000006,8739.0,[#26] #VEHICLE0000000000007,8358.0,[#26] #VEHICLE0000000000008,8650.0,[#26] #VEHICLE0000000000009,8252.0
[#27] #VEHICLE0000000000001,8397.0,[#27] #VEHICLE0000000000002,9051.0,[#27] #VEHICLE0000000000003,8279.0,[#27] #VEHICLE0000000000004,9119.0,[#27] #VEHICLE0000000000005,8055.0,[#27] #VEHICLE0000000000006,9134.0,[#27] #VEHICLE0000000000007,8921.0,[#27] #VEHICLE0000000000008,8341.0,[#27] #VEHICLE0000000000009,8121.0
[#28] #VEHICLE0000000000001,8607.0,[#28] #VEHICLE0000000000002,8423.0,[#28] #VEHICLE0000000000003,8497.0,[#28] #VEHICLE0000000000004,8287.0,[#28] #VEHICLE0000000000005,8234.0,[#28] #VEHICLE0000000000006,8172.0,[#28] #VEHICLE0000000000007,8624.0,[#28] #VEHICLE0000000000008,8860.0,[#28] #VEHICLE0000000000009,7892.0
[#29] #VEHICLE0000000000001,8447.0,[#29] #VEHICLE0000000000002,8968.0,[#29] #VEHICLE0000000000003,8874.0,[#29] #VEHICLE0000000000004,8661.0,[#29] #VEHICLE0000000000005,9412.0,[#29] #VEHICLE0000000000006,8971.0,[#29] #VEHICLE0000000000007,8650.0,[#29] #VEHICLE0000000000008,8527.0,[#29] #VEHICLE0000000000009,9042.0
[#30] #VEHICLE0000000000001,9468.0,[#30] #VEHICLE0000000000002,8500.0,[#30] #VEHICLE0000000000003,8813.0,[#30] #VEHICLE0000000000004,9121.0,[#30] #VEHICLE0000000000005,8753.0,[#30] #VEHICLE0000000000006,8521.0,[#30] #VEHICLE0000000000007,9208.0,[#30] #VEHICLE0000000000008,8856.0,[#30] #VEHICLE0000000000009,8957.0
