[#15] #VEHICLE0000000000001,17071.0,[#15] #VEHICLE0000000000002,17191.0,[#15] #VEHICLE0000000000003,17189.0,[#15] #VEHICLE0000000000004,17095.0,[#15] #VEHICLE0000000000005,17203.0
[#16] #VEHICLE0000000000001,15085.0,[#16] #VEHICLE0000000000002,15817.0,[#16] #VEHICLE0000000000003,15527.0,[#16] #VEHICLE0000000000004,15225.0,[#16] #VEHICLE0000000000005,15835.0
[#17] #VEHICLE0000000000001,15054.0,[#17] #VEHICLE0000000000002,15029.0,[#17] #VEHICLE0000000000003,14998.0,[#17] #VEHICLE0000000000004,14737.0,[#17] #VEHICLE0000000000005,14941.0
[#18] #VEHICLE0000000000001,15511.0,[#18] #VEHICLE0000000000002,15500.0,[#18] #VEHICLE0000000000003,15504.0,[#18] #VEHICLE0000000000004,15500.0,[#18] #VEHICLE0000000000005,15262.0
[#19] #VEHICLE0000000000001,15607.0,[#19] #VEHICLE0000000000002,15319.0,[#19] #VEHICLE0000000000003,15408.0,[#19] #VEHICLE0000000000004,15393.0,[#19] #VEHICLE0000000000005,15650.0
[#20] #VEHICLE0000000000001,14559.0,[#20] #VEHICLE0000000000002,14496.0,[#20] #VEHICLE0000000000003,14972.0,[#20] #VEHICLE0000000000004,14971.0,[#20] #VEHICLE0000000000005,14984.0
[#21] #VEHICLE0000000000001,14885.0,[#21] #VEHICLE0000000000002,15064.0,[#21] #VEHICLE0000000000003,15287.0,[#21] #VEHICLE0000000000004,15242.0,[#21] #VEHICLE0000000000005,15389.0
[#22] #VEHICLE0000000000001,15464.0,[#22] #VEHICLE0000000000002,15449.0,[#22] #VEHICLE0000000000003,15207.0,[#22] #VEHICLE0000000000004,14811.0,[#22] #VEHICLE0000000000005,15006.0
[#23] #VEHICLE0000000000001,15461.0,[#23] #VEHICLE0000000000002,14644.0,[#23] #VEHICLE0000000000003,15540.0,[#23] #VEHICLE0000000000004,15552.0,[#23] #VEHICLE0000000000005,15438.0
[#24] #VEHICLE0000000000001,15560.0,[#24] #VEHICLE0000000000002,15288.0,[#24] #VEHICLE0000000000003,15557.0,[#24] #VEHICLE0000000000004,15363.0,[#24] #VEHICLE0000000000005,15553.0
[#25] #VEHICLE0000000000001,16010.0,[#25] #VEHICLE0000000000002,16065.0,[#25] #VEHICLE0000000000003,16065.0,[#25] #VEHICLE0000000000004,16068.0,[#25] #VEHICLE0000000000005,16072.0
[#26] #VEHICLE0000000000001,16419.0,[#26] #VEHICLE0000000000002,17050.0,[#26] #VEHICLE0000000000003,17277.0,[#26] #VEHICLE0000000000004,16897.0,[#26] #VEHICLE0000000000005,17121.0
[#27] #VEHICLE0000000000001,15524.0,[#27] #VEHICLE0000000000002,14920.0,[#27] #VEHICLE0000000000003,15558.0,[#27] #VEHICLE0000000000004,14847.0,[#27] #VEHICLE0000000000005,15218.0
[#28] #VEHICLE0000000000001,16105.0,[#28] #VEHICLE0000000000002,16078.0,[#28] #VEHICLE0000000000003,16105.0,[#28] #VEHICLE0000000000004,16924.0,[#28] #VEHICLE0000000000005,16686.0
[#29] #VEHICLE0000000000001,15443.0,[#29] #VEHICLE0000000000002,15424.0,[#29] #VEHICLE0000000000003,15297.0,[#29] #VEHICLE0000000000004,15396.0,[#29] #VEHICLE0000000000005,15427.0
[#30] #VEHICLE0000000000001,15353.0,[#30] #VEHICLE0000000000002,15255.0,[#30] #VEHICLE0000000000003,15366.0,[#30] #VEHICLE0000000000004,15115.0,[#30] #VEHICLE0000000000005,15199.0
